date,sender,raw,views,channel,cleaned
2025-06-04 08:36:54+00:00,-1001195361398,,2136.0,@nevacomputer,
2025-06-04 08:36:54+00:00,-1001195361398,,1577.0,@nevacomputer,
2025-06-04 06:06:15+00:00,-1001195361398,"HP Envy x360 14” (14-es1013dx) – Sleek 2-in-1 Convertible Laptop

🔧 Key Specifications:
 • 🧠 Processor: Intel® Core™ 5-120U (10 cores, 12 threads, up to 5.0 GHz)
 • 🧵 Memory: 8GB DDR4-3200 MHz (onboard)
 • 💽 Storage: 1TB PCIe® NVMe™ M.2 SSD
 • 🖥️ Display: 14” FHD (1920x1080) IPS Touchscreen, 300 nits, 62.5% sRGB
 • 🎮 Graphics: Intel® Iris® Xe Integrated
 • 🪟 OS: Windows 11 Home
 • 🔋 Battery: 3-cell, 43 Wh Li-ion
 • ⚖️ Weight: Approx. 1.52 kg (3.35 lbs)
 • 🎨 Color: Natural Silver Aluminum

⸻

🌟 Top Features:
 • 🔄 2-in-1 Convertible Design – Use as laptop, tablet, tent, or stand
 • 🌙 Backlit Keyboard – Comfort in all lighting
 • 🔐 Fingerprint Reader – Fast & secure login
 • 📸 HP True Vision 5MP Camera – Clear video calls with noise reduction
 • 🔊 Poly Studio Audio – Dual speakers with HP Audio Boost
 • 🌐 Connectivity: Wi-Fi 6E & Bluetooth® 5.3
 • 🧩 Ports:
 • 🔌 1x USB-C (10Gbps, DisplayPort™, PD, Sleep & Charge)
 • 🧷 2x USB-A (5Gbps)
 • 📺 1x HDMI 2.1
 • 🎧 1x Headphone/Mic Combo
 • 💾 1x MicroSD Card Reader
 • 🔋 1x AC Smart Pin

⸻

🧠 Ideal Use Cases:
 • 🎓 Students & Professionals: Light, fast, and ideal for mobility, presentations, and study
 • 🧑‍🎨 Content Creators: Touchscreen & hinge perfect for design, sketching, and editing
 • 🎬 Entertainment: Enjoy shows, movies, and music in Full HD with rich sound
 • 🌐 Everyday Use: Reliable for browsing, emails, documents & multitasking

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1758.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ"
2025-06-04 06:06:15+00:00,-1001195361398,,1963.0,@nevacomputer,
2025-06-04 06:06:15+00:00,-1001195361398,,1885.0,@nevacomputer,
2025-06-04 06:06:15+00:00,-1001195361398,,1322.0,@nevacomputer,
2025-06-04 05:56:58+00:00,-1001195361398,,1441.0,@nevacomputer,
2025-06-04 05:56:57+00:00,-1001195361398,"✨ HP Pavilion Plus 16” – Premium Power in Your Hands! ✨

🧠 Intel® Core™ i7 13th Gen Supercharged performance i7-13700H (14 cores, 20 threads, up to 5.0 GHz)

📚 16GB RAM – Lag-free multitasking
🚀 1TB SSD – Fast boot & storage
🖼️ 16” 2K Display (2560 x 1600) – Sharp & vibrant visuals
🎨 100% sRGB | 120Hz – Ideal for design & creative work
🔋 11.5 hrs Battery – All-day productivity
📸 5MP IR Camera – Clear and secure video calls
🔊 B&O Tuned Speakers – Immersive audio experience
🌐 Wi-Fi 6 & Thunderbolt™ 4 – Fast, modern connectivity
⌨️ Backlit Keyboard – Comfort and style, day or night

🧩 How It Helps You

The HP Pavilion Plus 16” is built for people who demand performance with style. It’s not just a laptop—it’s a tool for dreamers, doers, and creators:

🧑‍💼 For Professionals – Run multiple apps, attend HD meetings, get things done fast
🎓 For Students – Research, write, create & watch lectures on a vibrant screen
🎥 For Creators – Edit videos, retouch photos, and design with color accuracy
💻 For Developers – Code faster, test quicker, and multitask like a pro
🎬 For Movie Buffs – Enjoy series & movies in crystal-clear 2K resolution

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1264.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ"
2025-05-09 15:26:01+00:00,-1001195361398,,2764.0,@nevacomputer,
2025-05-09 15:26:01+00:00,-1001195361398,,2785.0,@nevacomputer,
2025-05-09 15:26:00+00:00,-1001195361398,,2500.0,@nevacomputer,
2025-05-09 15:26:00+00:00,-1001195361398,"#WORKSTATION  ✔️
#student offer 
#europa standard 🗯️
🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL PRECISION 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 inch FHD
✨🅒︎🅟︎🅤︎: CORE I7 9th gen💪  
✨🅡︎🅐︎🅜︎:32GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 1TB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T1000 (GTX 1650)
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 92000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2060.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-20 09:34:45+00:00,-1001195361398,ለመላዉ የክርስትና እምነት ተከታይ በሙሉ እንኳንለብርሃነ ትንሳኤዉ በሰላም አደረሳችሁ::መጪዉ ዘመን የሰላም የአንድነት የመተሳሰብና  የበረከት እንዲሆንልን እንመኛለን::,3123.0,@nevacomputer,ለመላዉ የክርስትና እምነት ተከታይ በሙሉ እንኳንለብርሃነ ትንሳኤዉ በሰላም አደረሳችሁመጪዉ ዘመን የሰላም የአንድነት የመተሳሰብና  የበረከት እንዲሆንልን እንመኛለን
2025-04-12 07:57:21+00:00,-1001195361398,,3636.0,@nevacomputer,
2025-04-12 07:57:21+00:00,-1001195361398,,3741.0,@nevacomputer,
2025-04-12 07:57:21+00:00,-1001195361398,"DONT MISS IT

🅑︎🅡︎🅐︎🅝︎🅓︎ : HP ENVY X360 ❤️
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 FHD THIN BEZEL
✨🅒︎🅟︎🅤︎: CORE I7 12th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR
Price  95000 birr 
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2707.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-12 07:54:44+00:00,-1001195361398,"Very portable and can do multi-task

#HP
🅑︎🅡︎🅐︎🅝︎🅓︎ : HP ELITEBOOK 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎:13.3”
✨🅒︎🅟︎🅤︎: CORE I7 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: intel uhd graphics 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR plus 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  new 
Price  57000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2651.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 

 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-12 07:54:44+00:00,-1001195361398,,2027.0,@nevacomputer,
2025-04-12 07:52:36+00:00,-1001195361398,,2672.0,@nevacomputer,
2025-04-12 07:52:36+00:00,-1001195361398,,2883.0,@nevacomputer,
2025-04-12 07:52:36+00:00,-1001195361398,"New Arrivals And Genuine 
2024 14th Generation 
intel CORE ULTRA 5
  
HP ENVY 2024

Featuring the Latest:
✨Intel® Core™ Ultra 5 Processor 
155U 12M Cache, up to 4.80 GHz
12 Core and 14 CPU

Model: 
Hp envy 16 x360 convertible
              
Condition: BRAND NEW

💎 GRAPHICS: 
Integrated Intel® Arc™ Graphics & NPU:Integrated Intel® AI Boost,up to 11 TOPS

🖥 Screen:14 inch x360 convertible 
Touch screen 3440 × 1440 pixels (ultrawide QHD)

📼 Storage: 1TB SSD NVMe®
⏳ RAM: 8GB DDR5 6400 MT/s
🔋 Battery Life: 10 hours+battery life

Key Features:  
⭐️ Wi-Fi® 6E, 802.11ax 2x2 + BT5.3
⭐️ FHD Front Camera 1080p 
+ IR with Privacy Shutter
⭐️Face id login
⭐️Audio:Poly Studio 
⭐️White Backlit Keyboard**  
⭐️ Slim & Lightweight design  
⭐️Full aluminum Body  

Price 108000 birr

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2174.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-12 07:52:36+00:00,-1001195361398,,1700.0,@nevacomputer,
2025-04-12 07:48:13+00:00,-1001195361398,,2180.0,@nevacomputer,
2025-04-12 07:48:13+00:00,-1001195361398,,2255.0,@nevacomputer,
2025-04-12 07:48:13+00:00,-1001195361398,,1679.0,@nevacomputer,
2025-04-12 07:48:13+00:00,-1001195361398,"#WORKSTATION  ✔️
#student offer 
#europa standard 🗯️
🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL PRECISION 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6 inch FHD
✨🅒︎🅟︎🅤︎: CORE I9 9th gen💪  
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T2000 (GTX 1650TI) 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 89000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",1667.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-12 07:48:13+00:00,-1001195361398,,1629.0,@nevacomputer,
2025-04-12 07:46:04+00:00,-1001195361398,,1917.0,@nevacomputer,
2025-04-12 07:46:04+00:00,-1001195361398,,1910.0,@nevacomputer,
2025-04-12 07:46:04+00:00,-1001195361398,"DONT MISS IT

🅑︎🅡︎🅐︎🅝︎🅓︎ : MSI MODERN ❤️
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 14” FHD THIN BEZEL
✨🅒︎🅟︎🅤︎: CORE I5 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box 
Price  54000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",1518.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-04-12 07:42:18+00:00,-1001195361398,,1918.0,@nevacomputer,
2025-04-12 07:42:18+00:00,-1001195361398,"from Neva computer 
#budgeted performance laptop

🅑︎🅡︎🅐︎🅝︎🅓︎ : Hp 850 G4
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” 1080 resolution 
✨🅒︎🅟︎🅤︎: 𝗶𝗻𝘁𝗲𝗹®𝗰𝗼𝗿𝗲 𝗶7 7th generation  2.9Ghz
✨🅡︎🅐︎🅜︎:8GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎🅔︎: 512GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: intel hd 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 10 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 4hr 𝗽𝗹𝘂𝘀
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎: open box
Price 39500 BIRR
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ : - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     ""🅝︎🅔︎🅥︎🅐︎   🅒︎🅞︎🅜︎🅟︎🅤︎🅣︎🅔︎🅡︎""",1859.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ   መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-03-30 06:20:02+00:00,-1001195361398,Eid- mubarak,3000.0,@nevacomputer,
2025-03-20 12:43:37+00:00,-1001195361398,,3900.0,@nevacomputer,
2025-03-20 12:43:37+00:00,-1001195361398,,3802.0,@nevacomputer,
2025-03-20 12:43:37+00:00,-1001195361398,,3583.0,@nevacomputer,
2025-03-20 12:43:36+00:00,-1001195361398,"#EUROPE STANDARD 
🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 14” FULL HD 
✨🅒︎🅟︎🅤︎: CORE I5 12th generation (10 core and 12 logical processor) 
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 256 GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: IRIS XE 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 10HR
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  packed brand new 
Price  👇
📧@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2874.0,@nevacomputer,"ለአጭር መልእክት
 ይደዉሉ 



 አድራሻ  መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 ነቫ ኮምፒውተር መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ


ቴሌግራም ቻናላችንን ይቀላቀሉ"
2025-03-20 12:40:01+00:00,-1001195361398,,2697.0,@nevacomputer,
